Access,Start Time,Stop Time,Duration,
1,0,2524.57079844482,2524.57079844482,
2,2923.49385080975,5541.95988677703,2618.46603596728,
3,5940.8884223275,8559.35612672716,2618.46770439966,
4,8958.28411128813,11576.7482634229,2618.46415213477,
5,11975.6744668938,14594.1433440524,2618.46887715861,
6,14993.0682327,17611.5367277685,2618.46849506856,
7,18010.4622202851,20628.928532621,2618.46631233587,
8,21027.8551850099,23646.3218230684,2618.46663805858,
9,24045.2508819357,26663.7137256297,2618.46284369399,
10,27062.6436941342,29681.1113114031,2618.46761726891,
11,30080.0355157985,32698.5040006403,2618.46848484176,
12,33097.4321987011,35715.897104767,2618.46490606592,
13,36114.8222191634,38733.2902072199,2618.46798805657,
14,39132.2152913307,41750.6854981232,2618.47020679252,
15,42149.6086301282,44768.0786271238,2618.46999699557,
16,45167.0018302688,47785.4723324755,2618.47050220663,
17,48184.3947985204,50802.8623989536,2618.46760043323,
18,51201.7894069629,53820.2567959095,2618.46738894664,
19,54219.1805876624,56837.6508299372,2618.47024227483,
20,57236.573691283,59855.0444984945,2618.47080721155,
21,60253.9679788378,62872.4385000747,2618.47052123699,
22,63271.3601629613,65889.8288347225,2618.46867176115,
23,66288.752891663,68907.224274397,2618.471382734,
24,69306.1482092056,71924.6130661788,2618.46485697328,
25,72323.5390835466,74942.0106702181,2618.47158667148,
26,75340.9323654633,77959.4022871692,2618.46992170587,
27,78358.3287169392,80976.7966782713,2618.46796133203,
28,81375.7191500672,83994.1884151205,2618.46926505333,
29,84393.11254432,86400,2006.88745567997,
