Access,Start Time,Stop Time,Duration,
1,0,177.708811123406,177.708811123406,
2,576.632233875395,3195.10261923439,2618.470385359,
3,3594.02590094107,6212.49190653301,2618.46600559194,
4,6611.42095649728,9229.88817241577,2618.46721591849,
5,9628.81490008648,12247.2803243251,2618.46542423859,
6,12646.2065063082,15264.6750595798,2618.46855327167,
7,15663.602133181,18282.068739233,2618.46660605196,
8,18680.9940770119,21299.4602087874,2618.46613177555,
9,21698.3889200736,24316.8554721973,2618.46655212373,
10,24715.782775598,27334.2454333496,2618.4626577516,
11,27733.1739889392,30351.6431624071,2618.46917346794,
12,30750.5673714507,33369.0357460983,2618.46837464758,
13,33767.9639240887,36386.4299463109,2618.46602222217,
14,36785.3540242674,39403.8222464309,2618.46822216348,
15,39802.7471018595,42421.2168860831,2618.46978422364,
16,42820.1406569278,45438.610681969,2618.47002504116,
17,45837.5336377926,48456.0041134768,2618.47047568422,
18,48854.9265377409,51473.3944574753,2618.46791973439,
19,51872.3211599149,54490.7880938247,2618.46693390978,
20,54889.7126091341,57508.1828514503,2618.47024231627,
21,57907.105469306,60525.5761187464,2618.47064944044,
22,60924.4983992352,63542.9703544244,2618.47195518919,
23,63941.8919467965,66560.3604113044,2618.46846450798,
24,66959.2847722527,69577.7562211914,2618.47144893867,
25,69976.680076712,72595.1494090133,2618.46933230129,
26,72994.0709147671,75612.5422116794,2618.47129691229,
27,76011.4642127329,78629.9339166142,2618.46970388129,
28,79028.8604901039,81647.3282563266,2618.46776622273,
29,82046.2510057331,84664.720361128,2618.46935539485,
30,85063.644428669,86400,1336.35557133103,
