Access,Start Time,Stop Time,Duration,
1,241.368290270994,2859.83897199614,2618.47068172514,
2,3258.76306690536,5877.23220696998,2618.46914006463,
3,6276.15405927274,8894.622745743,2618.46868647026,
4,9293.54995439967,11912.0189983753,2618.46904397559,
5,12310.9406038232,14929.4111054952,2618.47050167205,
6,15328.333050776,17946.8040981949,2618.47104741895,
7,18345.7290671303,20964.1954326861,2618.46636555582,
8,21363.1194580055,23981.5883609545,2618.46890294897,
9,24380.5122818692,26998.9843767666,2618.47209489734,
10,27397.9075649901,30016.377365024,2618.46980003381,
11,30415.3002806192,33033.7690512293,2618.46877061009,
12,33432.6915847007,36051.1618913049,2618.47030660416,
13,36450.0877787446,39068.5552677052,2618.46748896062,
14,39467.4783047685,42085.9485438822,2618.47023911365,
15,42484.8717066776,45103.3426243095,2618.47091763189,
16,45502.26600179,48120.731630475,2618.46562868499,
17,48519.6591163934,51138.1280575056,2618.46894111214,
18,51537.0557236782,54155.5199723828,2618.4642487046,
19,54554.4475277429,57172.9152758048,2618.46774806188,
20,57571.8393865769,60190.308456252,2618.46906967506,
21,60589.233017605,63207.700493251,2618.467475646,
22,63606.6303278022,66225.094959327,2618.46463152481,
23,66624.0203221848,69242.4856595475,2618.46533736274,
24,69641.4132843731,72259.879293565,2618.46600919185,
25,72658.8092320803,75277.2759051074,2618.46667302714,
26,75676.1999205298,78294.6666322751,2618.46671174529,
27,78693.5931639434,81312.0619031347,2618.46873919129,
28,81710.988951566,84329.4557175127,2618.46676594671,
29,84728.3794088345,86400,1671.62059116547,
