Access,Start Time,Stop Time,Duration,
1,0,512.97692872818,512.97692872818,
2,911.900530579175,3530.36627872476,2618.46574814559,
3,3929.29295765269,6547.76391037156,2618.47095271887,
4,6946.68848492885,9565.15480298284,2618.46631805399,
5,9964.07921345583,12582.5507655013,2618.47155204553,
6,12981.4723850238,15599.9431090184,2618.47072399462,
7,15998.8664500503,18617.3357020631,2618.46925201275,
8,19016.2579483435,21634.7277609572,2618.46981261374,
9,22033.6508762301,24652.1199368914,2618.46906066126,
10,25051.0445824001,27669.5162465434,2618.47166414322,
11,28068.4373092799,30686.9089613156,2618.47165203575,
12,31085.8301818776,33704.3022500432,2618.47206816558,
13,34103.2265362608,36721.693530745,2618.46699448424,
14,37120.6168466158,39739.087796671,2618.47095005528,
15,40138.0101626517,42756.4804994719,2618.47033682017,
16,43155.4058561999,45773.8745050175,2618.46864881762,
17,46172.7973117624,48791.2636450516,2618.46633328921,
18,49190.1905957115,51808.658276705,2618.46768099351,
19,52207.5844328718,54826.0520306151,2618.46759774323,
20,55224.9782397777,57843.4469998132,2618.46876003557,
21,58242.3714159105,60860.8404767594,2618.46906084893,
22,61259.766663911,63878.2321687508,2618.46550483978,
23,64277.1582873909,66895.6271167794,2618.46882938851,
24,67294.5517367353,69913.0173631621,2618.4656264268,
25,70311.9451525956,72930.4144555305,2618.46930293489,
26,73329.3387835697,75947.8076454861,2618.46886191648,
27,76346.7317850192,78965.2018962452,2618.47011122599,
28,79364.1284445041,81982.5939432992,2618.46549879515,
29,82381.5182831596,84999.9890798149,2618.47079665533,
30,85398.9112320946,86400,1001.08876790537,
