Access,Start Time,Stop Time,Duration,
1,0,2189.30505877271,2189.30505877271,
2,2588.22924893761,5206.70043822025,2618.47118928264,
3,5605.6230210268,8224.09068873299,2618.46766770619,
4,8623.01684594249,11241.4845619688,2618.46771602629,
5,11640.4081858352,14258.8790908539,2618.47090501869,
6,14657.8036173463,17276.2724864418,2618.46886909545,
7,17675.1978030654,20293.6666451118,2618.46884204633,
8,20692.5908506905,23311.0567868857,2618.46593619518,
9,23709.9812327434,26328.4524899541,2618.47125721065,
10,26727.3737298791,29345.8457691991,2618.47203931995,
11,29744.7665286992,32363.2373458971,2618.47081719789,
12,32762.1626936967,35380.6302620496,2618.46756835289,
13,35779.5530987883,38398.0240671232,2618.47096833489,
14,38796.9464238655,41415.4165944812,2618.47017061572,
15,41814.3421954954,44432.8108614109,2618.46866591551,
16,44831.7332921849,47450.1996215378,2618.46632935287,
17,47849.1268041802,50467.596979589,2618.47017540874,
18,50866.5203708082,53484.9879139316,2618.46754312339,
19,53883.9144159498,56502.3835355185,2618.46911956874,
20,56901.3099887904,59519.7764239256,2618.46643513525,
21,59918.7028209439,62537.1688195658,2618.4659986219,
22,62936.0976004123,65554.5623839583,2618.46478354605,
23,65953.4906670737,68571.9539614076,2618.46329433392,
24,68970.8818628958,71589.3511772276,2618.46931433189,
25,71988.2751195419,74606.7441648294,2618.46904528754,
26,75005.6681171706,77624.1383380411,2618.47022087048,
27,78023.0645781426,80641.5299113232,2618.46533318062,
28,81040.454628288,83658.9254189371,2618.47079064909,
29,84057.8476428227,86400,2342.1523571773,
