Access,Start Time,Stop Time,Duration,
1,0,429.157927039669,429.157927039669,
2,828.084717384948,3446.55209267095,2618.467375286,
3,3845.47837372584,6463.94471630804,2618.4663425822,
4,6862.87030904891,9481.33964176342,2618.46933271451,
5,9880.26386650379,12498.7326133239,2618.46874682007,
6,12897.6563435752,15516.1234025353,2618.46705896002,
7,15915.0516420542,18533.5189322976,2618.46729024338,
8,18932.4430935867,21550.911947279,2618.46885369228,
9,21949.8353951893,24568.3073302312,2618.47193504187,
10,24967.2304260972,27585.700159867,2618.4697337698,
11,27984.6217839181,30603.0920505869,2618.47026666875,
12,31002.0142407268,33620.4856261536,2618.47138542687,
13,34019.4094288148,36637.8762881806,2618.46685936581,
14,37036.8004016293,39655.2730808827,2618.47267925336,
15,40054.1935800304,42672.665387317,2618.47180728661,
16,43071.590312541,45690.0589661821,2618.4686536411,
17,46088.9802649456,48707.4501306678,2618.46986572214,
18,49106.3734849575,51724.8438437496,2618.47035879218,
19,52123.7716143793,54742.2376488688,2618.46603448952,
20,55141.1606752474,57759.6313412659,2618.47066601853,
21,58158.5541703651,60777.0209278638,2618.46675749868,
22,61175.9492969841,63794.4162231505,2618.46692616634,
23,64193.3409832082,66811.8094104468,2618.46842723863,
24,67210.7346601432,69829.2037430598,2618.46908291661,
25,70228.128102659,72846.5977680871,2618.46966542811,
26,73245.5221395572,75863.9888852433,2618.46674568608,
27,76262.9151396146,78881.38226998,2618.46713036536,
28,79280.310805207,81898.7741708746,2618.46336566766,
29,82297.701948439,84916.1697287512,2618.46778031213,
30,85315.0952463604,86400,1084.9047536396,
