Access,Start Time,Stop Time,Duration,
1,0,2273.11912950511,2273.11912950511,
2,2672.04535516885,5290.51380558822,2618.46845041937,
3,5689.44128837304,8307.90783920977,2618.46655083673,
4,8706.83287662358,11325.2989565905,2618.46607996694,
5,11724.2259479803,14342.6924015,2618.46645351973,
6,14741.6216077112,17360.0842517817,2618.4626440705,
7,17759.0128110078,20377.4811860529,2618.46837504511,
8,20776.4061496988,23394.8746370315,2618.46848733273,
9,23793.802553862,26412.269346801,2618.466792939,
10,26811.1927331994,29429.6615079068,2618.46877470744,
11,29828.585811529,32447.0564875134,2618.47067598433,
12,32845.9796402233,35464.4452390822,2618.46559885888,
13,35863.3723332073,38481.8430915305,2618.47075832324,
14,38880.7651341342,41499.2337936222,2618.46865948805,
15,41898.159783861,44516.6299232306,2618.47013936956,
16,44915.5510288575,47534.0221604623,2618.47113160475,
17,47932.944115506,50551.4149717963,2618.47085629025,
18,50950.340247678,53568.8066780139,2618.46643033595,
19,53967.7305855255,56586.1992527843,2618.46866725876,
20,56985.1234981372,59603.5954321862,2618.471934049,
21,60002.5188067761,62620.988300082,2618.46949330586,
22,63019.9117136244,65638.3807035253,2618.46898990085,
23,66037.3029044136,68655.7728781062,2618.46997369263,
24,69054.6990959617,71673.1631570839,2618.46406112217,
25,72072.0896967438,74690.5597203049,2618.47002356115,
26,75089.4831449258,77707.9519144846,2618.46876955879,
27,78106.8773546508,80725.3428685332,2618.46551388239,
28,81124.270636394,83742.7400122893,2618.46937589535,
29,84141.6642307099,86400,2258.33576929006,
