Access,Start Time,Stop Time,Duration,
1,0,1937.85653726472,1937.85653726472,
2,2336.77906079129,4955.25014158873,2618.47108079744,
3,5354.17356221593,7972.64265195401,2618.46908973808,
4,8371.56482709421,10990.0348250066,2618.46999791242,
5,11388.9579990536,14007.4268523512,2618.4688532976,
6,14406.3516663055,17024.8231941922,2618.47152788672,
7,17423.7444430804,20042.2158506813,2618.47140760092,
8,20441.1373261513,23059.6091208434,2618.47179469208,
9,23458.5337045044,26077.0003974421,2618.46669293765,
10,26475.9240099407,29094.3944214215,2618.47041148075,
11,29493.317330487,32111.7873914976,2618.47006101059,
12,32510.7130235113,35129.1789963226,2618.46597281139,
13,35528.1042506488,38146.5705188795,2618.46626823073,
14,38545.4977846586,41163.9670000063,2618.46921534766,
15,41562.8913707657,44181.3588840532,2618.46751328753,
16,44580.2854424687,47198.7537814222,2618.4683389535,
17,47597.6818120774,50216.1472954093,2618.46548333194,
18,50615.0738795992,53233.5389167832,2618.46503718397,
19,53632.4655024208,56250.9317409349,2618.46623851411,
20,56649.8589559231,59268.3240900667,2618.46513414355,
21,59667.2570891639,62285.7217198652,2618.46463070134,
22,62684.6460065732,65303.1143526498,2618.4683460766,
23,65702.0390142215,68320.5068180877,2618.46780386624,
24,68719.4356977983,71337.9006742502,2618.46497645194,
25,71736.8255231848,74355.2956758028,2618.47015261799,
26,74754.2184725531,77372.6890662417,2618.47059368862,
27,77771.6136166946,80390.082623671,2618.46900697639,
28,80789.0045156369,83407.4728077515,2618.46829211459,
29,83806.3976330527,86400,2593.60236694731,
