Access,Start Time,Stop Time,Duration,
1,0,1770.22384399946,1770.22384399946,
2,2169.14840837075,4787.61562141147,2618.46721304071,
3,5186.54272507983,7805.01102163345,2618.46829655362,
4,8203.93495608323,10822.4037463012,2618.46879021794,
5,11221.327206122,13839.7944193566,2618.46721323459,
6,14238.7198693185,16857.1875269608,2618.46765764229,
7,17256.1148582945,19874.5840598374,2618.46920154292,
8,20273.5079814985,22891.9760468934,2618.46806539496,
9,23290.898927621,25909.3707022364,2618.47177461542,
10,26308.2937202841,28926.7640707068,2618.47035042266,
11,29325.6853195911,31944.1552247582,2618.46990516716,
12,32343.0782244334,34961.5491885909,2618.47096415751,
13,35360.4731047253,37978.9394569141,2618.46635218881,
14,38377.8663529648,40996.3365674358,2618.47021447101,
15,41395.257233524,44013.7286157604,2618.47138223638,
16,44412.6537631813,47031.1200607183,2618.46629753693,
17,47430.0439325882,50048.5139823657,2618.47004977748,
18,50447.4372168236,53065.9086989278,2618.47148210417,
19,53464.831055857,56083.3016062113,2618.47055035423,
20,56482.2244886431,59100.6948365793,2618.47034793622,
21,59499.6178893388,62118.0850049836,2618.46711564477,
22,62517.0130450415,65135.47876997,2618.46572492858,
23,65534.4047778497,68152.8735381539,2618.46876030417,
24,68551.798456263,71170.2671278612,2618.46867159817,
25,71569.1958306741,74187.6616912142,2618.46586054006,
26,74586.5858958434,77205.0522547041,2618.46635886068,
27,77603.97907037,80222.4485442393,2618.46947386929,
28,80621.3746340856,83239.8423648568,2618.46773077118,
29,83638.7680051292,86257.2359228071,2618.46791767793,
