Access,Start Time,Stop Time,Duration,
1,0,261.523721722704,261.523721722704,
2,660.450889060821,3278.92120735687,2618.47031829605,
3,3677.84517771129,6296.31409662135,2618.46891891007,
4,6695.23629266007,9313.70582834262,2618.46953568255,
5,9712.62840727934,12331.0996753788,2618.47126809944,
6,12730.0238793419,15348.4900030797,2618.46612373775,
7,15747.4145873362,18365.8868398537,2618.47225251748,
8,18764.8077316105,21383.2790522484,2618.47132063795,
9,21782.204483813,24400.6686173659,2618.46413355293,
10,24799.5944185415,27418.0638424156,2618.46942387405,
11,27816.9876462612,30435.4575210418,2618.46987478064,
12,30834.3811080276,33452.8513177759,2618.47020974839,
13,33851.7748502734,36470.244913552,2618.47006327861,
14,36869.1683317302,39487.6345639788,2618.46623224865,
15,39886.5634605684,42505.0295594168,2618.46609884832,
16,42903.9576842898,45522.4230024612,2618.46531817143,
17,45921.3488322489,48539.8171827205,2618.4683504716,
18,48938.7427681613,51557.2112756645,2618.4685075032,
19,51956.1363058258,54574.6022649566,2618.46595913079,
20,54973.5293403868,57591.9968518237,2618.46751143693,
21,57990.9249838902,60609.3875086338,2618.46252474363,
22,61008.3178737064,63626.7827587049,2618.46488499858,
23,64025.7094018126,66644.1778429266,2618.46844111406,
24,67043.1057486039,69661.5726412754,2618.46689267148,
25,70060.4959126502,72678.9647464586,2618.46883380845,
26,73077.8889643923,75696.3596404981,2618.47067610578,
27,76095.2828503421,78713.748421368,2618.46557102587,
28,79112.6754303577,81731.1460945625,2618.4706642048,
29,82130.0681754326,84748.5369152785,2618.46873984592,
30,85147.4628107422,86400,1252.53718925783,
