Access,Start Time,Stop Time,Duration,
1,0,2440.75335665943,2440.75335665943,
2,2839.67696972548,5458.14612766247,2618.46915793699,
3,5857.07005400914,8475.53844606439,2618.46839205525,
4,8874.46379339029,11492.9335670686,2618.46977367829,
5,11891.857301631,14510.3272997127,2618.46999808165,
6,14909.250506269,17527.7167742115,2618.46626794253,
7,17926.6459926338,20545.1123119861,2618.46631935233,
8,20944.0389670332,23562.5051924775,2618.46622544429,
9,23961.4313833753,26579.8996158408,2618.46823246558,
10,26978.8281129608,29597.2935223941,2618.46540943327,
11,29996.218926979,32614.6847127536,2618.46578577467,
12,33013.6119213946,35632.080331739,2618.46841034444,
13,36031.0076389212,38649.469936027,2618.46229710578,
14,39048.3988057524,41666.8678350452,2618.46902929284,
15,42065.7921603497,44684.2602500784,2618.46808972873,
16,45083.1886092712,47701.6514860489,2618.46287677772,
17,48100.5787591533,50719.0469644694,2618.46820531607,
18,51117.9718349866,53736.4417170858,2618.46988209922,
19,54135.3655803327,56753.8353838239,2618.4698034912,
20,57152.7583569625,59771.2285592733,2618.47020231074,
21,60170.1511863023,62788.6191323109,2618.46794600857,
22,63187.5458244568,65806.0153298064,2618.46950534955,
23,66204.9370774548,68823.4074608331,2618.47038337827,
24,69222.3301461517,71840.8003802937,2618.47023414198,
25,72239.7260855926,74858.1918155582,2618.4657299656,
26,75257.1166157865,77875.5846166179,2618.46800083139,
27,78274.5095040085,80892.9806680659,2618.47116405741,
28,81291.9048075567,83910.3736026862,2618.46879512949,
29,84309.2967451824,86400,2090.70325481761,
