Access,Start Time,Stop Time,Duration,
1,0,1770.2233270347,1770.2233270347,
2,2169.14575671369,4787.61450141778,2618.46874470409,
3,5186.54046782123,7805.00935439162,2618.46888657039,
4,8203.93279277704,10822.4016057335,2618.46881295642,
5,11221.3254539204,13839.7919097036,2618.46645578321,
6,14238.7186191689,16857.1847526294,2618.46613346051,
7,17256.114177211,19874.5811548437,2618.46697763271,
8,20273.5080681081,22891.9731338811,2618.46506577301,
9,23290.8994785441,25909.3679134609,2618.46843491683,
10,26308.2948753535,28926.7615283594,2618.46665300591,
11,29325.6870394206,31944.1530384511,2618.46599903057,
12,32343.0803519368,34961.5474775333,2618.46712559651,
13,35360.4757181532,37978.9382278252,2618.46250967198,
14,38377.8670984009,40996.335888508,2618.46879010717,
15,41395.2603085929,44013.7285049386,2618.46819634574,
16,44412.6568761524,47031.120502623,2618.46362647058,
17,47430.0469574146,50048.5149267648,2618.46796935024,
18,50447.4400280308,53065.910077574,2618.4700495432,
19,53464.833539154,56083.3033310983,2618.46979194425,
20,56482.2265526283,59100.6967960322,2618.47024340388,
21,59499.6194590693,62118.0870778336,2618.4676187643,
22,62517.0140722842,65135.4808257641,2618.4667534799,
23,65534.405242499,68152.8754504844,2618.47020798536,
24,68551.7983661956,71170.2687718387,2618.47040564315,
25,71569.1952229663,74187.6629554604,2618.46773249411,
26,74586.5848317078,77205.0530431952,2618.46821148739,
27,77603.9776366152,80222.448785844,2618.47114922882,
28,80621.3729365675,83239.8420101147,2618.4690735472,
29,83638.764693638,86257.2349533071,2618.47025966912,
