Access,Start Time,Stop Time,Duration,
1,0,2608.38969337762,2608.38969337762,
2,3007.31273443044,5625.78212689153,2618.46939246108,
3,6024.70370496098,8643.17424260589,2618.47053764491,
4,9042.0973878995,11660.5672234865,2618.46983558697,
5,12059.4901192887,14677.9584264464,2618.46830715762,
6,15076.8831007216,17695.3550325949,2618.47193187331,
7,18094.2784384858,20712.7474513532,2618.46901286742,
8,21111.6711267782,23730.1377009239,2618.46657414568,
9,24129.0624297686,26747.5320336737,2618.46960390502,
10,27146.4584898891,29764.9244842408,2618.4659943517,
11,30163.8491858934,32782.3193513646,2618.47016547116,
12,33181.2426452164,35799.7131492275,2618.47050401107,
13,36198.6362901533,38817.102538334,2618.46624818076,
14,39216.0301323536,41834.4983559213,2618.46822356775,
15,42233.4232447666,44851.8909425802,2618.46769781361,
16,45250.8184924597,47869.2854875817,2618.46699512195,
17,48268.2146016932,50886.679295001,2618.46469330784,
18,51285.6040220134,53904.0705893221,2618.46656730879,
19,54302.9976553286,56921.4647827623,2618.46712743371,
20,57320.3912591466,59938.8557965892,2618.4645374426,
21,60337.7842439078,62956.2536180725,2618.4693741647,
22,63355.1802977513,65973.6460982787,2618.46580052739,
23,66372.5708375969,68991.0401828997,2618.46934530286,
24,69389.9640360424,72008.432707786,2618.46867174364,
25,72407.3596621046,75025.827575335,2618.46791323041,
26,75424.7529750558,78043.2211199067,2618.46814485089,
27,78442.1432734728,81060.6143917657,2618.47111829292,
28,81459.5368101651,84078.0048624536,2618.4680522885,
29,84476.9297412873,86400,1923.07025871267,
