Access,Start Time,Stop Time,Duration,
1,241.366410282623,2859.83662418652,2618.47021390389,
2,3258.76169675997,5877.2296202682,2618.46792350823,
3,6276.15326978356,8894.6200455401,2618.46677575653,
4,9293.54978802847,11912.0163134839,2618.46652545538,
5,12310.9411229678,14929.4085669133,2618.46744394557,
6,15328.3341456455,17946.8018276446,2618.46768199915,
7,18345.7307418119,20964.1935491694,2618.46280735754,
8,21363.1216469664,23981.586937313,2618.4652903466,
9,24380.5148932212,26998.9834885718,2618.46859535059,
10,27397.9104886886,30016.3770590879,2618.46657039933,
11,30415.3036552427,33033.7702457605,2618.46659051783,
12,33432.6947630979,36051.1627609079,2618.46799780999,
13,36450.0908874874,39068.5566735345,2618.46578604711,
14,39467.4812221722,42085.9504228517,2618.46920067955,
15,42484.8743178415,45103.3448829482,2618.47056510669,
16,45502.2682094558,48120.7341617521,2618.46595229625,
17,48519.6608461839,51138.1307345574,2618.46988837352,
18,51537.0568819228,54155.5226761366,2618.46579421386,
19,54554.4481782826,57172.9178724959,2618.46969421329,
20,57571.8394914425,60190.3108211681,2618.47132972557,
21,60589.2326120658,63207.7025131063,2618.4699010405,
22,63606.6294726874,66225.0965325761,2618.46705988866,
23,66624.0191005416,69242.4867228881,2618.46762234642,
24,69641.4118005819,72259.8797768219,2618.46797623993,
25,72658.8076055209,75277.2758164673,2618.46821094642,
26,75676.1982770108,78294.665822303,2618.46754529212,
27,78693.5916342543,81312.0606886232,2618.46905436885,
28,81710.9876625748,84329.4541884836,2618.46652590885,
29,84728.3784761332,86400,1671.62152386682,
