Access,Start Time,Stop Time,Duration,
1,0,764.425728382598,764.425728382598,
2,1163.35171646371,3781.81774334005,2618.46602687634,
3,4180.7457485547,6799.21145830447,2618.46570974977,
4,7198.13702868158,9816.60646861983,2618.46943993825,
5,10215.529185144,12833.9999125728,2618.47072742871,
6,13232.9221973941,15851.3934959855,2618.47129859138,
7,16250.316626496,18868.7837146086,2618.46708811261,
8,19267.7086844551,21886.1777265075,2618.46904205239,
9,22285.1011397985,24903.5721528526,2618.47101305411,
10,25302.4958796538,27920.9656311124,2618.46975145865,
11,28319.8912570673,30938.359765705,2618.46850863761,
12,31337.2802692786,33955.7499668803,2618.46969760165,
13,34354.6741276111,36973.145632853,2618.47150524193,
14,37372.0667062627,39990.5342278611,2618.46752159837,
15,40389.4595179129,43007.9319423026,2618.47242438969,
16,43406.8556574088,46025.3234936682,2618.4678362594,
17,46424.2460934042,49042.7177516471,2618.47165824286,
18,49441.6394256886,52060.1098014457,2618.47037575705,
19,52459.0352086087,55077.5036312672,2618.46842265852,
20,55476.4282584371,58094.8928484144,2618.46458997732,
21,58493.8198191041,61112.2873508312,2618.46753172703,
22,61511.2159156851,64129.6811603482,2618.46524466307,
23,64528.6074391739,67147.0768462951,2618.46940712126,
24,67546.0036206441,70164.4697000459,2618.4660794018,
25,70563.3958537062,73181.8621710512,2618.46631734504,
26,73580.7875543005,76199.2555938263,2618.46803952583,
27,76598.1830963558,79216.6473365316,2618.46424017582,
28,79615.5749615806,82234.0445234474,2618.46956186681,
29,82632.9681882159,85251.4375615072,2618.46937329134,
30,85650.3611906731,86400,749.638809326891,
