Access,Start Time,Stop Time,Duration,
1,0,596.793574696987,596.793574696987,
2,995.716123378094,3614.1861345016,2618.47001112351,
3,4013.11160243327,6631.57944653766,2618.46784410439,
4,7030.50442734081,9648.97362810681,2618.469200766,
5,10047.8942710143,12666.3637069769,2618.46943596264,
6,13065.2884554047,15683.7594503335,2618.47099492885,
7,16082.6808746844,18701.1526639883,2618.47178930392,
8,19100.0736710211,21718.5456145948,2618.47194357367,
9,22117.4698753773,24735.9371336116,2618.46725823427,
10,25134.8602591251,27753.3316073828,2618.47134825765,
11,28152.2535884748,30770.7234907302,2618.46990225537,
12,31169.6493605496,33788.1177189021,2618.46835835244,
13,34187.0404674294,36805.5064994959,2618.46603206648,
14,37204.4339901794,39822.9031806184,2618.46919043906,
15,40221.8314907783,42840.294774478,2618.46328369965,
16,43239.2216163226,45857.6903284299,2618.46871210727,
17,46256.616548186,48875.0832522332,2618.46670404723,
18,49274.010034268,51892.4755733514,2618.46553908347,
19,52291.4017411045,54909.8692633235,2618.467522219,
20,55308.7984888205,57927.260693048,2618.46220422753,
21,58326.1890439758,60944.6579373819,2618.46889340619,
22,61343.5823412108,63962.0508765028,2618.468535292,
23,64360.9753449862,66979.4450671576,2618.4697221714,
24,67378.3718271387,69996.8366071444,2618.46478000566,
25,70395.761866641,73014.2315948602,2618.46972821916,
26,73413.1548816447,76031.6249668514,2618.47008520675,
27,76430.5501278693,79049.0190227346,2618.46889486535,
28,79447.9431843635,82066.4086979174,2618.46551355388,
29,82465.3370111615,85083.80432241,2618.46731124849,
30,85482.7288401437,86400,917.271159856333,
