Access,Start Time,Stop Time,Duration,
1,0,2273.12280046521,2273.12280046521,
2,2672.04481237807,5290.5161971418,2618.47138476373,
3,5689.44014554648,8307.9098896435,2618.46974409702,
4,8706.83118291862,11325.3005613402,2618.46937842156,
5,11724.223782132,14342.6934624064,2618.46968027442,
6,14741.6190690214,17360.0847420313,2618.46567300995,
7,17759.0100131991,20377.4801157546,2618.47010255548,
8,20776.4032177012,23394.8738861346,2618.47066843349,
9,23793.7996207053,26412.2680000095,2618.46837930414,
10,26811.1899248071,29429.6596143705,2618.46968956337,
11,29828.5832506672,32447.0541267258,2618.47087605854,
12,32845.9774365878,35464.442507195,2618.46507060718,
13,35863.3705730034,38481.8401033741,2618.4695303707,
14,38880.7638850762,41499.2306747431,2618.4667896669,
15,41898.1590861638,44516.626802431,2618.46771626721,
16,44915.5508948602,47534.0191675771,2618.46827271688,
17,47932.9445284385,50551.4122273629,2618.46769892442,
18,50950.3411625481,53568.8042975679,2618.46313501977,
19,53967.7319341853,56586.1973094257,2618.4653752404,
20,56985.1251876705,59603.5939976302,2618.46880995973,
21,60002.5207265525,62620.9874176552,2618.46669110269,
22,63019.912127234,65638.3807528153,2618.46862558128,
23,66037.3049133036,68655.7731022202,2618.46818891657,
24,69054.7009542258,71673.1638800224,2618.46292579653,
25,72072.0912829413,74690.5608735166,2618.4695905753,
26,75089.4843466969,77707.9534157028,2618.46906900582,
27,78106.8780776184,80725.3445852363,2618.46650761788,
28,81124.2708086329,83742.741821075,2618.47101244211,
29,84141.6638129807,86400,2258.33618701927,
