Access,Start Time,Stop Time,Duration,
1,0,2356.93346918273,2356.93346918273,
2,2755.86425001663,5374.32779664714,2618.46354663051,
3,5773.25797463809,8391.7248902965,2618.46691565841,
4,8790.64942562586,11409.1181284468,2618.46870282089,
5,11808.0440376075,14426.5126014065,2618.46856379893,
6,14825.4361136978,17443.9044765737,2618.46836287594,
7,17842.8290873102,20461.2997263721,2618.47063906192,
8,20860.2227379759,23478.692942645,2618.4702046691,
9,23877.6155931592,26496.0865777618,2618.47098460262,
10,26895.0085074373,29513.4767551522,2618.46824771496,
11,29912.4031094672,32530.870907435,2618.46779796782,
12,32929.7963497642,35548.2652134559,2618.46886369173,
13,35947.1873486259,38565.6587647904,2618.47141616445,
14,38964.5842107892,41583.0528664385,2618.46865564938,
15,41981.973782827,44600.4431217062,2618.46933887919,
16,44999.3665262109,47617.8387396676,2618.4722134567,
17,48016.7618178247,50635.2273942947,2618.46557646996,
18,51034.1526660089,53652.6227031291,2618.47003712017,
19,54051.5459278673,56670.0166630489,2618.47073518157,
20,57068.942234508,59687.411106625,2618.46887211701,
21,60086.3326761068,62704.8029330181,2618.47025691133,
22,63103.7260605839,65722.1963197843,2618.47025920046,
23,66121.1206279744,68739.5859825345,2618.46535456006,
24,69138.5134643409,71756.9810785573,2618.46761421648,
25,72155.9066664798,74774.3742983981,2618.46763191829,
26,75173.3019567961,77791.7700430285,2618.46808623237,
27,78190.6943705914,80809.162854379,2618.4684837876,
28,81208.0874581802,83826.5553938856,2618.46793570546,
29,84225.4815238166,86400,2174.51847618341,
