Access,Start Time,Stop Time,Duration,
1,0,1602.58931969575,1602.58931969575,
2,2001.51334534266,4619.98209990216,2618.4687545595,
3,5018.90759700906,7637.37584458298,2618.46824757392,
4,8036.30107659503,10654.7672748934,2618.46619829837,
5,11053.6940233389,13672.1601092804,2618.46608594153,
6,14071.0897651998,16689.5525354978,2618.46277029805,
7,17088.4809305781,19706.9503306625,2618.46940008447,
8,20105.8742991762,22724.3428842453,2618.46858506915,
9,23123.2708333292,25741.736128231,2618.46529490176,
10,26140.6609328088,28759.1294631408,2618.46853033198,
11,29158.0540054395,31776.5245846289,2618.47057918939,
12,32175.4475949617,34793.9179296816,2618.47033471996,
13,35192.8405297418,37811.3113271187,2618.47079737689,
14,38210.2334113871,40828.7017334229,2618.46832203574,
15,41227.6280316169,43846.0981366493,2618.47010503238,
16,44245.0203879005,46863.4901479178,2618.46976001729,
17,47262.4123337669,49880.8833604641,2618.47102669723,
18,50279.807785697,52898.2776472932,2618.46986159616,
19,53297.1988009164,55915.6676732477,2618.46887233127,
20,56314.5916353647,58933.0635493796,2618.47191401492,
21,59331.9869339652,61950.4567003291,2618.46976636392,
22,62349.3777600227,64967.8497283555,2618.47196833284,
23,65366.7710546265,67985.2412402765,2618.47018565003,
24,68384.1673142731,71002.635715879,2618.46840160598,
25,71401.5578373418,74020.0277642762,2618.4699269344,
26,74418.9512589721,77037.4181014192,2618.46684244713,
27,77436.3456935597,80054.8108534447,2618.4651598849,
28,80453.7387181072,83072.2062732403,2618.46755513309,
29,83471.1344825704,86089.5992033289,2618.46472075852,
