Access,Start Time,Stop Time,Duration,
1,0,261.521074075532,261.521074075532,
2,660.450975247331,3278.91865272993,2618.4676774826,
3,3677.84591997064,6296.31180635868,2618.46588638805,
4,6695.23762715789,9313.70391646001,2618.46628930213,
5,9712.63026831064,12331.0982466147,2618.46797830405,
6,12730.026180754,15348.4891164345,2618.46293568046,
7,15747.4172257733,18365.8865512745,2618.46932550117,
8,18764.810589085,21383.2793892214,2618.46880013633,
9,21782.2074294292,24400.6698599935,2618.46243056424,
10,24799.5973251259,27418.0653797032,2618.46805457731,
11,27816.9903851636,30435.4594028808,2618.46901771717,
12,30834.3835598938,33452.8538146359,2618.47025474215,
13,33851.7769159028,36470.2477441045,2618.47082820165,
14,36869.1699276941,39487.6376097906,2618.4676820965,
15,39886.5645288494,42505.0326898369,2618.46816098746,
16,42903.9579939449,45522.4260940664,2618.46810012143,
17,45921.3487808392,48539.8201058392,2618.47132500003,
18,48938.7421825718,51557.213913339,2618.47173076714,
19,51956.1352368741,54574.6045137273,2618.4692768532,
20,54973.5278668366,57591.9986166715,2618.47074983492,
21,57990.9232050473,60609.3887609441,2618.46555589676,
22,61008.3146721732,63626.7822268825,2618.46755470932,
23,64025.7073648486,66644.177978672,2618.47061382345,
24,67043.1037765431,69661.572246077,2618.46846953392,
25,70060.4941312669,72678.963870461,2618.46973919416,
26,73077.8874946833,75696.3583642618,2618.47086957858,
27,76095.2817994573,78713.7468428041,2618.46504334676,
28,79112.6748840474,81731.1443286142,2618.46944456674,
29,82130.0681986016,84748.535088294,2618.46688969237,
30,85147.46344109,86400,1252.53655891003,
