Access,Start Time,Stop Time,Duration,
1,0,764.425418802449,764.425418802449,
2,1163.34903277585,3781.81681631875,2618.46778354289,
3,4180.74056087287,6799.20996276338,2618.46940189051,
4,7198.13475100623,9816.60447637782,2618.46972537159,
5,10215.5272843096,12833.9975106559,2618.47022634621,
6,13232.9207711837,15851.3907943447,2618.47002316096,
7,16250.3157503285,18868.7808362782,2618.46508594976,
8,19267.7084069327,21886.1748055163,2618.46639858361,
9,22285.1014836732,24903.5693088833,2618.46782521013,
10,25302.4968379737,27920.9629942168,2618.46615624313,
11,28319.8927759188,30938.3574485779,2618.46467265905,
12,31337.282327308,33955.7480687261,2618.46574141816,
13,34354.6766192288,36973.1442251975,2618.46760596867,
14,37372.0695278962,39990.533364472,2618.46383657582,
15,40389.4625507116,43007.9316404374,2618.46908972575,
16,43406.858771833,46025.3237527386,2618.46498090555,
17,46424.2491624356,49042.7185310551,2618.4693686195,
18,49441.6423212995,52060.1110457029,2618.46872440348,
19,52459.0378129279,55077.5056298298,2618.4678169019,
20,55476.4287284952,58094.8947418294,2618.46601333423,
21,58493.821560423,61112.2893995988,2618.46783917581,
22,61511.2171266197,64129.6832371877,2618.46611056797,
23,64528.6080918973,67147.0788213118,2618.4707294145,
24,67546.0037118727,70164.4714466859,2618.46773481312,
25,70563.3954124801,73181.8635728759,2618.46816039582,
26,73580.7866334399,76199.2565451559,2618.469911716,
27,76598.1818789894,79216.6477664282,2618.46588743881,
28,79615.5733400699,82234.0443719813,2618.47103191141,
29,82632.9663797864,85251.436797051,2618.47041726462,
30,85650.3593220447,86400,749.640677955278,
