Access,Start Time,Stop Time,Duration,
1,0,1854.04118045479,1854.04118045479,
2,2252.96426703631,4871.43039436526,2618.46612732895,
3,5270.35808460567,7888.82521514133,2618.46713053566,
4,8287.75175466236,10906.2189077206,2618.46715305822,
5,11305.1427027008,13923.6142161918,2618.47151349107,
6,14322.5353313938,16941.007075495,2618.47174410117,
7,17339.9299972925,19958.3988876767,2618.46889038421,
8,20357.3212588312,22975.7925977674,2618.4713389362,
9,23374.7179445452,25993.1830946171,2618.46515007196,
10,26392.1076875101,29010.5799092209,2618.47222171085,
11,29409.5009117299,32027.9721683952,2618.47125666532,
12,32426.8938462741,35045.3658603005,2618.47201402646,
13,35444.290434214,38062.7569378406,2618.46650362665,
14,38461.6806092853,41080.1489868653,2618.46837758001,
15,41479.0739112283,44097.5444298361,2618.47051860789,
16,44496.4695369333,47114.9380762026,2618.46853926935,
17,47513.8608557861,50132.3276938952,2618.46683810913,
18,50531.2556415135,53149.7228363482,2618.46719483476,
19,53548.6487609986,56167.1161541977,2618.46739319906,
20,56566.0420609354,59184.5104107866,2618.46834985124,
21,59583.4354522171,62201.904469604,2618.46901738692,
22,62600.830504877,65219.2955228315,2618.46501795453,
23,65618.2237530038,68236.6895209977,2618.46576799384,
24,68635.6154788289,71254.0807844269,2618.46530559797,
25,71653.0132002445,74271.4783936397,2618.46519339524,
26,74670.4024328288,77288.8711406033,2618.46870777452,
27,77687.7954389099,80306.2650839923,2618.4696450824,
28,80705.1923343244,83323.6580237387,2618.46568941434,
29,83722.5819263211,86341.0529410647,2618.4710147436,
