Access,Start Time,Stop Time,Duration,
1,0,93.894053927848,93.894053927848,
2,492.818276662215,3111.28669011914,2618.46841345693,
3,3510.21109472891,6128.67941424031,2618.4683195114,
4,6527.60830393604,9146.07473716611,2618.46643323007,
5,9544.997526651,12163.4678555214,2618.47032887037,
6,12562.3904250892,15180.8617016925,2618.47127660331,
7,15579.7856055462,18198.2516531902,2618.46604764399,
8,18597.1769295273,21215.6464497012,2618.46952017389,
9,21614.5721625588,24233.0401253222,2618.46796276348,
10,24631.964104845,27250.4340023243,2618.46989747929,
11,27649.3559251868,30267.8278938028,2618.47196861596,
12,30666.7484798718,33285.2183874506,2618.46990757879,
13,33684.1420957709,36302.6136650164,2618.47156924553,
14,36701.5349127412,39320.002634186,2618.4677214448,
15,39718.9276929345,42337.3969180343,2618.46922509978,
16,42736.323740576,45354.7918639304,2618.4681233544,
17,45753.7142247662,48372.1814947975,2618.46727003122,
18,48771.1075593876,51389.5778559305,2618.47029654289,
19,51788.5033845396,54406.9723041065,2618.46891956692,
20,54805.89612898,57424.3608445186,2618.46471553858,
21,57823.2879244009,60441.7582326938,2618.47030829293,
22,60840.6846873064,63459.1491048378,2618.4644175314,
23,63858.0755252901,66476.5450808939,2618.46955560376,
24,66875.4688844502,69493.9376522347,2618.46876778454,
25,69892.8639303723,72511.3304926832,2618.46656231083,
26,72910.2556823323,75528.7230908435,2618.46740851118,
27,75927.6493069813,78546.1156377605,2618.46633077922,
28,78945.0433439276,81563.5125508128,2618.4692068852,
29,81962.4363489453,84580.9058246323,2618.46947568706,
30,84979.8293494752,86400,1420.17065052484,
