Access,Start Time,Stop Time,Duration,
1,325.183901549887,2943.6541156067,2618.47021405681,
2,3342.57658167036,5961.04782765636,2618.47124598601,
3,6359.9704661349,8978.44177302288,2618.47130688799,
4,9377.36401544334,11995.8321352385,2618.46811979519,
5,12394.7555469918,15013.2275057283,2618.47195873656,
6,15412.1486587935,18030.6163255087,2618.46766671525,
7,18429.5418946548,21048.011361788,2618.46946713317,
8,21446.935328365,24065.4055064949,2618.47017812986,
9,24464.3283670028,27082.7977485296,2618.46938152675,
10,27481.7256311949,30100.1915528812,2618.4659216863,
11,30499.1153465361,33117.5821755063,2618.46682897026,
12,33516.5086082867,36134.9744997479,2618.46589146122,
13,36533.9041285777,39152.3712150356,2618.46708645796,
14,39551.2986446846,42169.7627230829,2618.46407839831,
15,42568.6893366168,45187.1585759225,2618.46923930568,
16,45586.0849572905,48204.5512141782,2618.46625688767,
17,48603.4768811216,51221.9439010006,2618.46701987899,
18,51620.8723643968,54239.3367536935,2618.46438929671,
19,54638.2654016702,57256.7289992462,2618.46359757595,
20,57655.6586905631,60274.125980081,2618.46728951789,
21,60673.0501531139,63291.5191439759,2618.46899086201,
22,63690.4471459032,66308.9113421553,2618.46419625208,
23,66707.8369146933,69326.3048609178,2618.46794622453,
24,69725.2299413409,72343.6965790705,2618.46663772955,
25,72742.6274939256,75361.0929228945,2618.46542896889,
26,75760.016422448,78378.4837183086,2618.4672958606,
27,78777.4091688854,81395.8766406027,2618.4674717173,
28,81794.8040828828,84413.2731569444,2618.46907406168,
29,84812.1951443008,86400,1587.80485569921,
