Access,Start Time,Stop Time,Duration,
1,0,1099.69198560553,1099.69198560553,
2,1498.61786343042,4117.08385693697,2618.46599350655,
3,4516.00880338662,7134.47456157407,2618.46575818745,
4,7533.40473911069,10151.8716949182,2618.46695580751,
5,10550.795500525,13169.265221157,2618.46972063205,
6,13568.1881046612,16186.6554645439,2618.46735988272,
7,16585.5832156967,19204.05267616,2618.46946046332,
8,19602.9756542081,22221.4439992478,2618.46834503974,
9,22620.3671608737,25238.8390265814,2618.47186570771,
10,25637.7624758311,28256.2321249633,2618.46964913223,
11,28655.1535505461,31273.6236395836,2618.47008903756,
12,31672.5460229068,34291.0183320166,2618.47230910975,
13,34689.9412640413,37308.407871478,2618.46660743669,
14,37707.3322318595,40325.8048702064,2618.4726383469,
15,40724.7254051564,43343.1969994442,2618.47159428783,
16,43742.1220320358,46360.5898785953,2618.46784655947,
17,46759.512097144,49377.9820538771,2618.46995673317,
18,49776.9053494382,52395.3768634934,2618.47151405514,
19,52794.2989509787,55412.7696223846,2618.47067140586,
20,55811.6925812392,58430.1630974939,2618.47051625464,
21,58829.0860343574,61447.5529635715,2618.46692921415,
22,61846.4811701389,64464.9474682063,2618.4662980674,
23,64863.8729190367,67482.3414752028,2618.4685561661,
24,67881.2665585194,70499.7354389182,2618.46888039871,
25,70898.6612230353,73517.1297414412,2618.46851840585,
26,73916.0540189024,76534.5205684516,2618.46654954919,
27,76933.447114803,79551.9164719628,2618.46935715983,
28,79950.8427198812,82569.3058906454,2618.4631707642,
29,82968.2337678674,85586.7017169471,2618.46794907973,
30,85985.6270875983,86400,414.372912401683,
