Access,Start Time,Stop Time,Duration,
1,0,429.15763116353,429.15763116353,
2,828.082076324036,3446.55123492998,2618.46915860595,
3,3845.47607043935,6463.94332844564,2618.46725800629,
4,6862.86799600615,9481.33769999868,2618.46970399252,
5,9880.26191876297,12498.7302481646,2618.4683294016,
6,12897.6548605459,15516.120728693,2618.4658681471,
7,15915.0507015645,18533.5160768795,2618.46537531501,
8,18932.442750728,21550.9090199671,2618.46626923914,
9,21949.8356697581,24568.3044701574,2618.46880039928,
10,24967.2313142554,27585.6974938717,2618.4661796163,
11,27984.623260805,30603.0896940161,2618.46643321106,
12,31002.0162449475,33620.4836870857,2618.46744213827,
13,34019.4118765892,36637.8748248788,2618.4629482896,
14,37036.8031925706,39655.272152795,2618.46896022443,
15,40054.1965956823,42672.6650254354,2618.46842975308,
16,43071.5934237947,45690.0591628269,2618.46573903224,
17,46088.9833454547,48707.4508575573,2618.46751210263,
18,49106.3764058565,51724.8450382707,2618.46863241417,
19,52123.7742551764,54742.2392332359,2618.46497805956,
20,55141.1629367791,57759.6332104434,2618.47027366424,
21,58158.5559672754,60777.0229661332,2618.46699885782,
22,61175.950569394,63794.418302597,2618.46773320302,
23,64193.3416985036,66811.8114028575,2618.46970435397,
24,67210.7348137946,69829.2055210462,2618.47070725154,
25,70228.1277190677,72846.599213991,2618.47149492321,
26,73245.5212686298,75863.9898952489,2618.46862661904,
27,76262.9138581234,78881.3827524506,2618.46889432719,
28,79280.3092110514,81898.7740848727,2618.46487382137,
29,82297.7001550232,84916.1713933812,2618.47123835803,
30,85315.0933779636,86400,1084.90662203637,
