Access,Start Time,Stop Time,Duration,
1,0,1602.59196529442,1602.59196529442,
2,2001.51294065802,4619.98455183079,2618.47161117276,
3,5018.90658447421,7637.37798030443,2618.47139583022,
4,8036.29949913629,10654.7689864474,2618.4694873111,
5,11053.691954366,13672.1612873397,2618.46933297371,
6,14071.0873001188,16689.5531598725,2618.46585975366,
7,17088.478179283,19706.9503429914,2618.47216370837,
8,20105.8713855912,22724.342270506,2618.47088491482,
9,23123.2678895665,25741.7347452149,2618.46685564838,
10,26140.6580855263,28759.1276848918,2618.4695993655,
11,29158.051379655,31776.5223202452,2618.47094059021,
12,32175.4453038637,34793.9152706889,2618.46996682525,
13,35192.8386640876,37811.3083854149,2618.46972132729,
14,38210.2320443068,40828.6986325046,2618.46658819785,
15,41227.6272093698,43846.0950048064,2618.46779543659,
16,44245.0202503402,46863.4871160118,2618.46686567167,
17,47262.4126279857,49880.8805509154,2618.46792292975,
18,50279.8085940031,52898.275170222,2618.46657621886,
19,53297.2000605994,55915.6656244697,2618.46556387027,
20,56314.5932581093,58933.0619971178,2618.46873900849,
21,59331.9888126751,61950.4556936181,2618.466880943,
22,62349.3797761222,64967.8492821571,2618.46950603498,
23,65366.773079309,67985.2413462602,2618.46826695117,
24,68384.1692167008,71002.6363285982,2618.46711189739,
25,71401.5594943288,74020.0288293616,2618.4693350328,
26,74418.9525550016,77037.4195714092,2618.46701640764,
27,77436.3465299345,80054.8125300226,2618.4660000881,
28,80453.7390177497,83072.2080742843,2618.46905653467,
29,83471.1341985406,86089.6010160237,2618.46681748309,
