Access,Start Time,Stop Time,Duration,
1,0,932.055226388706,932.055226388706,
2,1330.98146378161,3949.45038305509,2618.46891927349,
3,4348.37727006572,6966.84383283638,2618.46656277066,
4,7365.76932190782,9984.23559510274,2618.46627319492,
5,10383.1653921279,13001.6298016869,2618.46440955895,
6,13400.5579541742,16019.0208237244,2618.46286955023,
7,16417.9507730061,19036.4177072169,2618.46693421084,
8,19435.3424456262,22053.8111349132,2618.46868928699,
9,22452.7391242564,25071.2032829142,2618.46415865782,
10,25470.1291301657,28088.5974203833,2618.4682902176,
11,28487.522196677,31105.9926797126,2618.47048303552,
12,31504.9155689068,34123.3858714913,2618.47030258449,
13,34522.3087240149,37140.779546278,2618.47082226309,
14,37539.7016755937,40158.1696719944,2618.46799640066,
15,40557.0962799749,43175.563949888,2618.46766991309,
16,43574.4874425589,46192.9581246573,2618.47068209843,
17,46591.8805568492,49210.3517391157,2618.47118226657,
18,49609.277416191,52227.7457951985,2618.46837900749,
19,52626.6670180674,55245.1360937806,2618.46907571318,
20,55644.0597585682,58262.5316521866,2618.47189361835,
21,58661.4550668062,61279.920354025,2618.46528721874,
22,61678.8459304198,64297.3179854567,2618.47205503697,
23,64696.2392081016,67314.7096071635,2618.47039906192,
24,67713.6355409542,70332.1035370657,2618.46799611146,
25,70731.0259823002,73349.4958143822,2618.46983208194,
26,73748.419375525,76366.8900355547,2618.47066002968,
27,76765.8139748044,79384.2788449403,2618.46487013581,
28,79783.2068006139,82401.6745122893,2618.46771167542,
29,82800.6000314642,85419.0671432875,2618.46711182335,
30,85817.9953256255,86400,582.004674374533,
