Access,Start Time,Stop Time,Duration,
1,0,848.239182895663,848.239182895663,
2,1247.16397098195,3865.63439906315,2618.4704280812,
3,4264.55770898524,6883.02393245491,2618.46622346967,
4,7281.95255107569,9900.41934306677,2618.46679199109,
5,10299.3460159975,12917.8123864469,2618.46637044944,
6,13316.7382889092,15935.206763469,2618.46847455979,
7,16334.1320169131,18952.6007331698,2618.46871625674,
8,19351.5260146871,21969.9918867709,2618.46587208385,
9,22368.9189960754,24987.3846898818,2618.46569380637,
10,25386.3147414583,28004.7771456179,2618.46240415963,
11,28403.7058883056,31022.1734960439,2618.46760773833,
12,31421.0992243124,34039.5674950513,2618.46827073891,
13,34438.4956669543,37056.961529821,2618.46586286667,
14,37455.8858272573,40074.3542876704,2618.46846041306,
15,40473.2789097263,43091.7492780939,2618.4703683676,
16,43490.6727040092,46109.1427380549,2618.47003404568,
17,46508.0654431089,49126.5358772705,2618.47043416168,
18,49525.4582640299,52143.9265148554,2618.46825082548,
19,52542.8529135076,55161.3226789733,2618.46976546577,
20,55560.2460176596,58178.714863553,2618.46884589337,
21,58577.6372514027,61196.1077286776,2618.4704772749,
22,61595.0332969317,64213.4992991762,2618.4660022445,
23,64612.4237323762,67230.8919878541,2618.46825547789,
24,67629.8166385313,70248.2881038633,2618.47146533195,
25,70647.2119498295,73265.6810052631,2618.46905543363,
26,73664.6062093991,76283.0739564651,2618.46774706599,
27,76681.9960632695,79300.4655507637,2618.46948749416,
28,79699.3922717287,82317.8569621238,2618.46469039508,
29,82716.7828656975,85335.2523132466,2618.46944754914,
30,85734.1763155456,86400,665.823684454372,
