Access,Start Time,Stop Time,Duration,
1,0,1183.50694379062,1183.50694379062,
2,1582.4299143947,4200.89586696055,2618.46595256585,
3,4599.82358089828,7218.29089667132,2618.46731577304,
4,7617.21878127272,10235.6841471692,2618.46536589645,
5,10634.6115116872,13253.0798681179,2618.46835643069,
6,13652.004515255,16270.4726655341,2618.46815027908,
7,16669.3998892378,19287.865182869,2618.46529363122,
8,19686.7930732492,22305.2584703438,2618.46539709462,
9,22704.1849061743,25322.6503221557,2618.4654159814,
10,25721.5789843502,28340.0474585474,2618.46847419724,
11,28738.9721397852,31357.4405212069,2618.46838142172,
12,31756.3651731703,34374.8346313732,2618.46945820288,
13,34773.7616505043,37392.2262882013,2618.46463769703,
14,37791.1517660304,40409.6182694142,2618.46650338388,
15,40808.5448302905,43427.0145217905,2618.46969149993,
16,43825.9401370407,46444.4086986182,2618.46856157748,
17,46843.333575674,49461.7982815949,2618.46470592094,
18,49860.7239930532,52479.194347169,2618.47035411585,
19,52878.1197186401,55496.5867647514,2618.46704611132,
20,55895.5105566628,58513.9812191273,2618.47066246448,
21,58912.9050607855,61531.3747073574,2618.46964657191,
22,61930.2979703295,64548.7656793401,2618.46770901055,
23,64947.6891340406,67566.1586660405,2618.46953199993,
24,67965.0822570327,70583.5498882847,2618.467631252,
25,70982.4799831266,73600.9453754321,2618.46539230554,
26,73999.8689596772,76618.3390422315,2618.47008255434,
27,77017.2620047865,79635.7313435049,2618.46933871834,
28,80034.6589486852,82653.1245438373,2618.46559515208,
29,83052.0489617616,85670.5191411548,2618.4701793932,
30,86069.4422816202,86400,330.55771837983,
