Access,Start Time,Stop Time,Duration,
1,0,2021.66853866535,2021.66853866535,
2,2420.5967605651,5039.06565106343,2618.46889049834,
3,5437.99008659668,8056.45942871505,2618.46934211837,
4,8455.38371842264,11073.8528650363,2618.46914661367,
5,11472.7789756134,14091.2451556633,2618.46618004985,
6,14490.1702366658,17108.6400357352,2618.46979906938,
7,17507.5654169448,20126.0326679421,2618.46725099735,
8,20524.9589738231,23143.4272873105,2618.46831348737,
9,23542.349986165,26160.8164372948,2618.46645112984,
10,26559.7423683035,29178.2126401104,2618.47027180688,
11,29577.1394655739,32195.6049968408,2618.4655312669,
12,32594.5288779153,35213.0004428066,2618.47156489128,
13,35611.9225772492,38230.3932337025,2618.47065645329,
14,38629.316179858,41247.7851963835,2618.46901652552,
15,41646.7074124109,44265.1786305302,2618.47121811921,
16,44664.1045771846,47282.5694493464,2618.46487216182,
17,47681.4939445047,50299.9662085346,2618.47226402987,
18,50698.8870861571,53317.3585559311,2618.47146977407,
19,53716.2800293791,56334.7522113181,2618.472181939,
20,56733.6765980455,59352.1432625086,2618.46666446302,
21,59751.0668158549,62369.5365093576,2618.46969350276,
22,62768.4601401451,65386.9307783152,2618.47063817004,
23,65785.8557964264,68404.3245154258,2618.46871899937,
24,68803.2471443333,71421.7140638811,2618.46691954776,
25,71820.6431388301,74439.1095070707,2618.46636824058,
26,74838.0358414318,77456.5025548411,2618.4667134093,
27,77855.4283748854,80473.8969552293,2618.46858034389,
28,80872.8216444338,83491.2909387446,2618.46929431078,
29,83890.2168530238,86400,2509.78314697617,
