Access,Start Time,Stop Time,Duration,
1,0,2189.30278154891,2189.30278154891,
2,2588.22775774869,5206.69789414373,2618.47013639504,
3,5605.62209952259,8224.08800268363,2618.46590316104,
4,8623.01653891489,11241.4818677361,2618.46532882122,
5,11640.4085158492,14258.8765090494,2618.46799320018,
6,14657.8045758081,17276.2701462387,2618.46557043057,
7,17675.1989313679,20293.6646585515,2618.4657271836,
8,20692.5927618666,23311.0552521417,2618.46249027508,
9,23709.9837587713,26328.4514778692,2618.46771909795,
10,26727.3765950842,29345.845332074,2618.46873698985,
11,29744.7696134458,32363.2384571923,2618.4688437465,
12,32762.1658679319,35380.6310052565,2618.46513732462,
13,35779.5562352065,38398.0253578866,2618.46912268014,
14,38796.9493944679,41415.4183759269,2618.468981459,
15,41814.3448826813,44432.8130440329,2618.46816135162,
16,44831.7355969324,47450.202102514,2618.46650558165,
17,47849.1286457048,50467.5996358004,2618.47099009552,
18,50866.5216916678,53484.9906240647,2618.46893239691,
19,53883.915189451,56502.3861671527,2618.47097770174,
20,56901.3102120267,59519.7788505092,2618.4686384825,
21,59918.7025248182,62537.1709250399,2618.46840022169,
22,62936.0969824145,65554.5640628223,2618.46708040783,
23,65953.4896180518,68571.9551445802,2618.46552652836,
24,68970.8804286879,71589.3518055309,2618.47137684304,
25,71988.2735134955,74606.7442070661,2618.47069357059,
26,75005.6664660563,77624.1377971472,2618.47133109097,
27,78023.0630128511,80641.5288136354,2618.46580078431,
28,81040.4532749576,83658.9238218102,2618.47054685264,
29,84057.8466214678,86400,2342.15337853224,
