Access,Start Time,Stop Time,Duration,
1,0,680.607837625311,680.607837625311,
2,1079.53380041689,3697.99998807758,2618.46618766069,
3,4096.92688772484,6715.39122860455,2618.46434087971,
4,7114.31977399928,9732.78912321219,2618.46934921291,
5,10131.7160318185,12750.1816371613,2618.46560534284,
6,13149.1063747095,15767.5747877819,2618.46841307243,
7,16166.4995597296,18784.9685674131,2618.46900768355,
8,19183.8951542736,21802.3635055236,2618.46835125002,
9,22201.2872105466,24819.7523135254,2618.46510297878,
10,25218.6788057997,27837.1501200383,2618.47131423855,
11,28236.0752631871,30854.5408804965,2618.46561730934,
12,31253.4653022883,33871.9369647328,2618.47166244447,
13,34270.8591645077,36889.3292478522,2618.47008334457,
14,37288.2525653745,39906.7219969718,2618.4694315973,
15,40305.6461263719,42924.1138288697,2618.46770249777,
16,43323.0370014821,45941.5062827429,2618.46928126085,
17,46340.430829596,48958.9025168741,2618.47168727807,
18,49357.8234752948,51976.2953420621,2618.47186676728,
19,52375.2163576348,54993.6886158493,2618.47225821448,
20,55392.6126963357,58011.0799404451,2618.46724410935,
21,58410.0030464744,61028.4737848088,2618.4707383344,
22,61427.3963843326,64045.8668430613,2618.47045872868,
23,64444.7921098176,67063.2597549425,2618.46764512485,
24,67462.183339775,70080.6500099176,2618.4666701426,
25,70479.5768673797,73098.0463227246,2618.46945534486,
26,73496.971169173,76115.4384225387,2618.46725336566,
27,76514.3645447492,79132.833527466,2618.46898271675,
28,79531.7575950208,82150.2269248496,2618.46932982889,
29,82549.1530033547,85167.6187527904,2618.46574943567,
30,85566.5493670374,86400,833.450632962631,
