Access,Start Time,Stop Time,Duration,
1,0,2105.48926929085,2105.48926929085,
2,2504.41100435842,5122.88222772731,2618.47122336889,
3,5521.80686292761,8140.27382196271,2618.4669590351,
4,8539.20053338277,11157.6682791301,2618.46774574729,
5,11556.591024146,14175.0567311893,2618.46570704327,
6,14573.9845588675,17192.454183683,2618.46962481545,
7,17591.3816048771,20209.8449203358,2618.4633154587,
8,20608.7722183608,23227.240957628,2618.46873926714,
9,23626.1663683397,26244.6334145496,2618.46704620988,
10,26643.5606768304,29262.0263494438,2618.46567261348,
11,29660.9525597833,32279.4186704552,2618.46611067188,
12,32678.3461179172,35296.8114382126,2618.46532029541,
13,35695.7402763136,38314.2082300718,2618.46795375819,
14,38713.1332317759,41331.6015617348,2618.46832995892,
15,41730.5262601554,44348.9951827233,2618.46892256793,
16,44747.9226269845,47366.3872648036,2618.46463781907,
17,47765.3128503765,50383.7803951993,2618.46754482287,
18,50782.705946608,53401.1751343148,2618.46918770683,
19,53800.1013139032,56418.5695057932,2618.46819188993,
20,56817.4920994236,59435.9588531496,2618.46675372596,
21,59834.8851242694,62453.3544247448,2618.46930047543,
22,62852.2786533206,65470.7473286472,2618.46867532653,
23,65869.6716677664,68488.1422109094,2618.47054314292,
24,68887.0641375494,71505.5353702177,2618.47123266826,
25,71904.4590368146,74522.926741395,2618.46770458046,
26,74921.8502187682,77540.3203298946,2618.47011112643,
27,77939.2433220324,80557.710919694,2618.4675976616,
28,80956.6365292238,83575.1067360909,2618.47020686709,
29,83974.0300047321,86400,2425.96999526792,
