Access,Start Time,Stop Time,Duration,
1,0,1518.76880185958,1518.76880185958,
2,1917.69586224945,4536.16615558098,2618.47029333154,
3,4935.0922150734,7553.55596600672,2618.46375093332,
4,7952.48372293101,10570.9505741228,2618.46685119178,
5,10969.8768359836,13588.3444483538,2618.46761237015,
6,13987.2703300613,16605.738458133,2618.46812807171,
7,17004.6650948787,19623.1327074217,2618.467612543,
8,20022.0578734054,22640.5235671516,2618.46569374622,
9,23039.4509782546,25657.9194066713,2618.46842841667,
10,26056.846638602,28675.3088623331,2618.46222373103,
11,29074.2395275306,31692.70699806,2618.46747052946,
12,32091.631073659,34710.0992473051,2618.46817364612,
13,35109.0274011336,37727.4941122472,2618.46671111361,
14,38126.4176273107,40744.8863308679,2618.46870355715,
15,41143.8107149169,43762.281163743,2618.47044882607,
16,44161.2047694004,46779.6700452397,2618.46527583933,
17,47178.5972461071,49797.0675082236,2618.47026211657,
18,50195.9899773002,52814.458570581,2618.46859328082,
19,53213.3846676296,55831.854437105,2618.4697694754,
20,56230.7759000846,58849.2468632341,2618.47096314956,
21,59248.1690358881,61866.6393300348,2618.47029414672,
22,62265.5620489621,64884.0316442733,2618.46959531114,
23,65282.9555197966,67901.423564963,2618.46804516637,
24,68300.3484926147,70918.8199674476,2618.47147483287,
25,71317.7438288156,73936.2126051347,2618.46877631909,
26,74335.1345873884,76953.6059386457,2618.47135125735,
27,77352.5279170556,79970.9971897066,2618.469272651,
28,80369.9240613146,82988.3906433942,2618.46658207968,
29,83387.3147303827,86005.7842716263,2618.46954124361,
