Access,Start Time,Stop Time,Duration,
1,0,2440.75401638857,2440.75401638857,
2,2839.67959203428,5458.14737509071,2618.46778305644,
3,5857.07246584695,8475.54008600031,2618.46762015335,
4,8874.46587402694,11492.9357998695,2618.46992584261,
5,11891.8589492589,14510.3298825751,2618.47093331618,
6,14909.2516348766,17527.7195895213,2618.46795464476,
7,17926.6465408294,20545.1152287877,2618.46868795835,
8,20944.0387918752,23562.5080887874,2618.46929691212,
9,23961.4306953023,26579.9023598571,2618.47166455477,
10,26978.8268281391,29597.2959947864,2618.46916664731,
11,29996.2170907107,32614.6868071418,2618.46971643112,
12,33013.6096104886,35632.0819403249,2618.47232983628,
13,36031.004950745,38649.4710448308,2618.46609408578,
14,39048.3958519972,41666.8683886583,2618.47253666105,
15,42065.7890651552,44684.2602363971,2618.47117124192,
16,45083.1855050967,47701.6509001665,2618.46539506973,
17,48100.575771426,50719.0459163348,2618.47014490876,
18,51117.9690870449,53736.4399309202,2618.47084387537,
19,54135.3631830947,56753.8335967287,2618.47041363394,
20,57152.7563973279,59771.2265637167,2618.47016638881,
21,60170.1497338756,62788.617051715,2618.46731783937,
22,63187.5449214768,65806.0132934462,2618.46837196949,
23,66204.9367379638,68823.4055977609,2618.4688597971,
24,69222.3303555328,71840.7988117142,2618.46845618133,
25,72239.7268010927,74858.190654904,2618.46385381126,
26,75257.1177702452,77875.5839444271,2618.46617418194,
27,78274.5110061657,80892.9805555174,2618.46954935166,
28,81291.9065479368,83910.3740934319,2618.46754549503,
29,84309.3014214083,86400,2090.69857859175,
