Access,Start Time,Stop Time,Duration,
1,0,93.893883490956,93.893883490956,
2,492.815632837536,3111.28565222748,2618.47001938994,
3,3510.20850813558,6128.67804236092,2618.46953422533,
4,6527.60595773105,9146.07284913031,2618.46689139926,
5,9544.9955328521,12163.4655355398,2618.47000268772,
6,12562.38888611,15180.8590564615,2618.47017035156,
7,15579.7846020974,18198.2488031921,2618.46420109473,
8,18597.1765159614,21215.6435275693,2618.46701160784,
9,21614.5724291962,24233.0372520519,2618.46482285565,
10,24631.9649285689,27250.4313089804,2618.46638041153,
11,27649.3567865532,30267.8254965078,2618.46870995461,
12,30666.7504291257,33285.2163891955,2618.46596006973,
13,33684.1444994143,36302.6121561888,2618.46765677444,
14,36701.5376709443,39320.0016473851,2618.46397644086,
15,39718.9306896875,42337.3976248996,2618.46693521205,
16,42736.326847804,45354.792001011,2618.46515320708,
17,45753.7173154253,48372.1822133999,2618.46489797455,
18,48771.1105040831,51389.5790041021,2618.46850001905,
19,51788.5060626732,54406.9738486756,2618.4677860024,
20,54805.9010814086,57424.3626900839,2618.46160867532,
21,57823.2897765425,60441.7602581906,2618.47048164815,
22,60840.6860193612,63459.1511867689,2618.46516740767,
23,63858.0763033925,66476.5470897458,2618.47078635335,
24,66875.469099093,69493.9394600372,2618.47036094415,
25,69892.8636039333,72511.3319804838,2618.46837655053,
26,72910.2548621381,75528.7241489337,2618.46928679565,
27,75927.6480665627,78546.1161903071,2618.4681237444,
28,78945.0417798786,81563.5125322383,2618.47075235972,
29,81962.4345712152,84580.9051972099,2618.47062599473,
30,84979.827483002,86400,1420.17251699805,
