Access,Start Time,Stop Time,Duration,
1,0,2524.57311169158,2524.57311169158,
2,2923.49528202247,5541.96245262489,2618.46717060243,
3,5940.88927886677,8559.35880761592,2618.46952874915,
4,8958.28434539918,11576.7509556677,2618.46661026856,
5,11975.6740661004,14594.14590546,2618.47183935957,
6,14993.0672078431,17611.5390342225,2618.47182637942,
7,18010.4606060771,20628.9304721673,2618.4698660902,
8,21027.8530485915,23646.3232684496,2618.47021985808,
9,24045.2483131957,26663.7146740405,2618.46636084472,
10,27062.6401660615,29681.1116851397,2618.47151907819,
11,30080.0324144177,32698.5037777176,2618.47136329988,
12,33097.429022692,35715.8962914261,2618.46726873406,
13,36114.8190951476,38733.288855843,2618.46976069539,
14,39132.2123465709,41750.6836690826,2618.47132251173,
15,42149.6059817166,44768.0764049655,2618.4704232489,
16,45166.9995734117,47785.4698259224,2618.47025251071,
17,48184.393012618,50802.8597276297,2618.46671501175,
18,51201.7881452758,53820.2540901459,2618.46594487016,
19,54219.17987566,56837.6482153532,2618.46833969326,
20,57236.5735264086,59855.0421021412,2618.46857573255,
21,60253.9683294189,62872.4364360504,2618.46810663158,
22,63271.3609724289,65889.8272027301,2618.46623030127,
23,66288.7540774888,68907.223149734,2618.46907224516,
24,69306.1496688882,71924.6125034647,2618.46283457646,
25,72323.5407010885,74942.0106920974,2618.46999100891,
26,75340.9340135952,77959.4028929035,2618.46887930829,
27,78358.3302648451,80976.7978338534,2618.46756900827,
28,81375.7204722097,83994.1900636621,2618.46959145235,
29,84393.1135219934,86400,2006.88647800659,
