Access,Start Time,Stop Time,Duration,
1,0,1434.95618053842,1434.95618053842,
2,1833.87972011237,4452.34998139295,2618.47026128057,
3,4851.27299637303,7469.74188893747,2618.46889256444,
4,7868.66965104955,10487.1362904018,2618.46663935229,
5,10886.059127982,13504.5294925381,2618.47036455613,
6,13903.4526628705,16521.9225186771,2618.46985580664,
7,16920.8468314223,19539.3128748418,2618.4660434195,
8,19938.2403092209,22556.7091682494,2618.46885902858,
9,22955.63567299,25574.1013644976,2618.46569150761,
10,25973.0287550563,28591.4946738119,2618.46591875558,
11,28990.4225715703,31608.886254504,2618.46368293371,
12,32007.8142236203,34626.2797516102,2618.46552798987,
13,35025.2086830095,37643.6762346795,2618.46755167005,
14,38042.6013815508,40661.0698359538,2618.468454403,
15,41059.9944074732,43678.459493982,2618.46508650882,
16,44077.39069808,46695.8555074057,2618.46480932574,
17,47094.781007529,49713.250252581,2618.46924505197,
18,50112.1741354703,52730.6430891328,2618.46895366252,
19,53129.5695633698,55748.0375820088,2618.46801863894,
20,56146.9610923431,58765.4267976412,2618.46570529803,
21,59164.3533429516,61782.8241151219,2618.47077217026,
22,62181.7503150698,64800.215285751,2618.46497068118,
23,65199.1398799647,67817.6105273969,2618.47064743225,
24,68216.5369358904,70835.0034177141,2618.46648182377,
25,71233.9272233741,73852.3951594258,2618.46793605166,
26,74251.3184560455,76869.7889996419,2618.47054359636,
27,77268.711516448,79887.1793414516,2618.46782500362,
28,80286.1049238717,82904.5761806627,2618.47125679102,
29,83303.4981909448,85921.9684008353,2618.47020989047,
30,86320.891163804,86400,79.108836196028,
