Access,Start Time,Stop Time,Duration,
1,0,596.790894857091,596.790894857091,
2,995.716405893287,3614.18360374013,2618.46719784684,
3,4013.11241680375,6631.5771931467,2618.46477634295,
4,7030.50540306552,9648.97176333653,2618.46636027101,
5,10047.8961857057,12666.3623279181,2618.46614221243,
6,13065.2908001576,15683.7586266549,2618.46782649726,
7,16082.6835441379,18701.1524464463,2618.46890230837,
8,19100.0765448387,21718.5460191979,2618.46947435917,
9,22117.4728232422,24735.938154813,2618.46533157073,
10,25134.863153305,27753.3332039858,2618.47005068074,
11,28152.2563012197,30770.725603161,2618.46930194132,
12,31169.6517747816,33788.1202577376,2618.46848295604,
13,34187.042484546,36805.5093600429,2618.46687549691,
14,37204.4355300673,39822.9062357815,2618.47070571422,
15,40221.8324970355,42840.2979099635,2618.46541292806,
16,43239.22206339,45857.6934080582,2618.47134466822,
17,46256.6164339023,48875.0861491759,2618.46971527354,
18,49274.0093911313,51892.4781717568,2618.46878062553,
19,52291.4006228745,54909.8714558225,2618.47083294799,
20,55308.7971088769,57927.2624161485,2618.46530727158,
21,58326.1872387038,60944.6591309077,2618.47189220388,
22,61343.5803568299,63962.0515089595,2618.47115212958,
23,64360.9733087202,66979.4451438965,2618.47183517626,
24,67378.369870192,69996.8361536968,2618.46628350475,
25,70395.7601142009,73014.2306844136,2618.47057021272,
26,73413.1534534601,76031.6236513552,2618.47019789503,
27,76430.5491287442,79049.0174173235,2618.46828857931,
28,79447.9430940793,82066.406919524,2618.46382544475,
29,82465.3370791003,85083.8025003319,2618.46542123159,
30,85482.7295391177,86400,917.270460882282,
