Access,Start Time,Stop Time,Duration,
1,0,1937.85256792956,1937.85256792956,
2,2336.77953550693,4955.24771926273,2618.46818375581,
3,5354.1746415863,7972.64055892332,2618.46591733702,
4,8371.56646318163,10990.0331746923,2618.46671151067,
5,11388.9601170993,14007.4257133836,2618.46559628431,
6,14406.3541677161,17024.8226345564,2618.46846684033,
7,17423.7472187445,20042.215909718,2618.46869097346,
8,20441.1402496807,23059.6098019818,2618.46955230104,
9,23458.5366438398,26077.0016815666,2618.46503772673,
10,26475.926838538,29094.396240767,2618.46940222895,
11,29493.31992446,32111.7897056341,2618.46978117419,
12,32510.7152722834,35129.1814386624,2618.46616637902,
13,35528.1060640765,38146.5734843568,2618.46742028028,
14,38545.4990931309,41163.9700966356,2618.47100350472,
15,41562.8921296043,44181.3620103966,2618.46988079227,
16,44580.2856390036,47198.7567949008,2618.47115589718,
17,47597.6814745068,50216.1500735312,2618.46859902444,
18,50615.0730170705,53233.5413493942,2618.46833232371,
19,53632.4641978557,56250.9337113661,2618.4695135104,
20,56649.8572988713,59268.325581953,2618.46828308169,
21,59667.2551899851,62285.7226664825,2618.46747649743,
22,62684.6439832717,65303.1147353731,2618.4707521014,
23,65702.0369966634,68320.5066503102,2618.46965364671,
24,68719.4338168794,71337.900002828,2618.46618594859,
25,71736.8239009704,74355.2945668287,2618.47066585829,
26,74754.2172230794,77372.6876084654,2618.47038538597,
27,77771.6128365943,80390.0809259239,2618.46808932969,
28,80789.0042794761,83407.4709922003,2618.46671272421,
29,83806.3979907571,86400,2593.60200924292,
