0.0,-25.078503802297018,90.52834190102335,0
2849.0,15.009898124990068,-102.10508936991046,5
3605.0,60.00578862035842,-100.00805339213274,3
3862.0,75.04226446296079,-93.76481692941435,0
4353.0,74.98564673023954,57.15898017930208,2
4610.0,59.9477742083016,63.36233200683175,5
4863.0,44.96057284287982,64.92892929205783,6
5115.0,29.952184035972284,65.39027156205069,7
5366.0,14.951071024898392,65.44873716135432,1
5616.0,-0.01766965669357852,65.36101991131392,0
9135.0,30.023616257060386,-127.28853597333838,3
9387.0,45.03169865943171,-126.82423235711583,4
9640.0,60.01840888726497,-125.24877687107613,3
9897.0,75.05457716703965,-118.99677595472671,0
10388.0,74.9733202993524,31.92676711682195,3
10644.0,59.99415898475997,38.11088988722004,5
10898.0,44.94785922688178,39.68656195760881,4
11149.0,29.999092557333764,40.14659239735681,7
11400.0,14.998106199325333,40.20582357478759,4
11651.0,-0.030484068687443768,40.11788212005943,5
11902.0,-15.059016807726882,40.030212492781274,3
12152.0,-30.00016307001661,40.08963214851757,0
14919.0,15.035501427317657,-152.5912420570977,1
15170.0,30.036386927622708,-152.53140352956447,0
15422.0,45.04441446246695,-152.0665668811367,3
15675.0,60.031036617405185,-150.48951894209893,4
15717.0,62.507257507223876,-149.98939591510984,3
15931.0,75.00931351176675,-144.28014942272802,0
16423.0,74.96099099760293,6.694587835933412,3
16679.0,59.98152890618036,12.870115701454466,7
16932.0,44.99456258695373,14.440952486472098,8
17184.0,29.98632032145075,14.903715656961047,6
17435.0,14.98529950937015,14.962741427761761,5
17686.0,-0.04330277574482865,14.8747443264558,2
18187.0,-30.01293519073511,14.84676001143662,0
18312.0,-37.46548249304908,15.000744767947694,3
18439.0,-45.02106335587579,15.31062405655871,0
21205.0,30.049158737053236,-177.77427905099256,1
21457.0,45.05713150034083,-177.30891495996391,0
22458.0,74.9486650349942,-18.53755915660612,1
22714.0,59.96890118623878,-12.370636523297179,6
22967.0,44.98184703779609,-10.80138517380516,8
23219.0,29.973550017982493,-10.339153183664529,6
23470.0,14.972494758074967,-10.280337030447189,3
23721.0,-0.05611950134227065,-10.368393479065343,0
26236.0,-29.99700569126203,157.03901760565375,2
26487.0,-14.996013764905966,157.0982110216135,0
27239.0,30.002249731542413,156.98203815401942,1
27491.0,45.010423916710494,157.44544968876326,0
27745.0,60.05629059636052,159.02893140050446,3
27996.0,74.74586574695411,165.00392436013306,2
28001.0,75.03396272483118,165.25560878970305,0
28492.0,74.99394979344864,-43.82055086128155,1
29254.0,29.9607875290856,-35.58201539115771,0
29755.0,-0.009034660240743637,-35.61109414368649,5
30006.0,-15.03758760028235,-35.698867821131564,4
30257.0,-30.038467497060168,-35.63900674725075,0
32019.0,-44.99250037898015,131.33349884279872,2
32271.0,-29.98424897417007,131.79615846531826,4
32773.0,0.045381512634074236,131.7671183630326,5
33023.0,15.01406294408749,131.6796731190905,1
33274.0,30.015006300811258,131.73914839338696,5
33526.0,45.023126001073464,132.20307619645033,4
