Time,Range,
0,3078751.13562118,
10,3124447.55238609,
20,3169897.90038427,
30,3215093.32444294,
40,3260025.23627132,
50,3304685.29768655,
60,3349065.40534115,
70,3393157.67680501,
80,3436954.43787042,
90,3480448.21096318,
100,3523631.70455448,
110,3566497.80347974,
120,3609039.56008,
130,3651250.18609011,
140,3693123.04520587,
150,3734651.64626854,
160,3775829.63701205,
170,3816650.79832266,
180,3857109.03896653,
190,3897198.39074455,
200,3936913.00403754,
210,3976247.14370884,
220,4015195.18533393,
230,4053751.61172987,
240,4091911.00975962,
250,4129668.06738867,
260,4167017.57097351,
270,4203954.40276303,
280,4240473.53859592,
290,4276570.04577834,
300,4312239.0811278,
310,4347475.88916993,
320,4382275.80047657,
330,4416634.23013387,
340,4450546.67633082,
350,4484008.71905852,
360,4517016.01891219,
370,4549564.31598786,
380,4581649.42886684,
390,4613267.25368113,
400,4644413.76325393,
410,4675085.00630963,
420,4705277.10674796,
430,4734986.26297785,
440,4764208.74730625,
450,4792940.90537811,
460,4821179.15566368,
470,4848919.98898955,
480,4876159.96811033,
490,4902895.72731795,
500,4929123.97208569,
510,4954841.47874452,
520,4980045.09418923,
530,5004731.73561223,
540,5028898.39026282,
550,5052542.11523007,
560,5075660.03724761,
570,5098249.35251845,
580,5120307.32655842,
590,5141831.29405677,
600,5162818.54437569,
610,5183266.78056002,
620,5203173.42814362,
630,5222536.09741211,
640,5241352.46733996,
650,5259620.28552827,
660,5277337.36815202,
670,5294501.59991568,
680,5311110.93401658,
690,5327163.3921153,
700,5342657.06431227,
710,5357590.10913002,
720,5371960.75350054,
730,5385767.292757,
740,5399008.09062955,
750,5411681.57924453,
760,5423786.25912663,
770,5435320.69920376,
780,5446283.53681402,
790,5456673.47771442,
800,5466489.29609128,
810,5475729.83457153,
820,5484394.00423506,
830,5492480.78462754,
840,5499989.22377358,
850,5506918.43819007,
860,5513267.61289925,
870,5519036.00144161,
880,5524222.92588818,
890,5528827.77685228,
900,5532850.01350035,
910,5536289.16356196,
920,5539144.82333872,
930,5541416.65771208,
940,5543104.40014987,
950,5544207.85271166,
960,5544726.88605261,
970,5544661.43942611,
980,5544011.52068491,
990,5542777.20628088,
1000,5540958.6412633,
1010,5538556.03927579,
1020,5535569.68255191,
1030,5531999.9219093,
1040,5527847.17674271,
1050,5523111.93501566,
1060,5517794.75325115,
1070,5511896.25652122,
1080,5505417.13843571,
1090,5498358.16113022,
1100,5490720.15525339,
1110,5482503.98344758,
1120,5473710.68771304,
1130,5464341.26629012,
1140,5454396.82374664,
1150,5443878.53309724,
1160,5432787.63579114,
1170,5421125.44170069,
1180,5408893.32911126,
1190,5396092.74471259,
1200,5382725.20359211,
1210,5368792.28923047,
1220,5354295.65349981,
1230,5339237.01666505,
1240,5323618.16738882,
1250,5307440.96274048,
1260,5290707.32820967,
1270,5273419.25772509,
1280,5255578.81367904,
1290,5237188.12695841,
1300,5218249.39698273,
1310,5198764.89175029,
1320,5178736.94789267,
1330,5158167.97073902,
1340,5137060.43439067,
1350,5115416.88180722,
1360,5093239.92490501,
1370,5070532.24466931,
1380,5047296.59128117,
1390,5023535.7842604,
1400,4999252.71262601,
1410,4974450.33507552,
1420,4949131.68018485,
1430,4923299.84663032,
1440,4896958.00343477,
1450,4870109.39023961,
1460,4842757.31760502,
1470,4814905.16734042,
1480,4786556.39286783,
1490,4757714.5196206,
1500,4728383.14548037,
1510,4698565.94125535,
1520,4668266.65120315,
1530,4637489.09360176,
1540,4606237.16137243,
1550,4574514.82275865,
1560,4542326.12206576,
1570,4509675.18046578,
1580,4476566.19687313,
1590,4443003.44889647,
1600,4408991.29387319,
1610,4374534.16999299,
1620,4339636.59751797,
1630,4304303.18010711,
1640,4268538.6062537,
1650,4232347.65084509,
1660,4195735.17685506,
1670,4158706.13717982,
1680,4121265.57662996,
1690,4083418.63409141,
1700,4045170.54487023,
1710,4006526.64323688,
1720,3967492.36518766,
1730,3928073.25144219,
1740,3888274.9506981,
1750,3848103.22316601,
1760,3807563.94441002,
1770,3766663.10952188,
1780,3725406.83765943,
1790,3683801.37698346,
1800,3641853.11003039,
1810,3599568.55956238,
1820,3556954.39494072,
1830,3514017.43907344,
1840,3470764.67599351,
1850,3427203.27619453,
1860,3383340.53695455,
1870,3339183.99589943,
1880,3294741.37230149,
1890,3250020.59636603,
1900,3205029.82218741,
1910,3159777.44195602,
1920,3114272.10155112,
1930,3068522.71767008,
1940,3022538.49666336,
1950,2976328.95526511,
1960,2929903.94343308,
1970,2883273.66953803,
1980,2836448.72817365,
1990,2789440.13089222,
2000,2742259.34021091,
2010,2694918.3072782,
2020,2647429.513641,
2030,2599806.01761117,
2040,2552061.50579615,
2050,2504210.35043361,
2060,2456267.67325583,
2070,2408249.41670643,
2080,2360172.42344252,
2090,2312054.52518037,
2100,2263914.64208303,
2110,2215772.89404753,
2120,2167650.72542602,
2130,2119571.04491251,
2140,2071558.38254388,
2150,2023639.06600045,
2160,1975841.41864477,
2170,1928195.98200278,
2180,1880735.76566165,
2190,1833496.52781784,
2200,1786517.08993949,
2210,1739839.68917498,
2220,1693510.37220191,
2230,1647579.43410108,
2240,1602101.90547101,
2250,1557138.09024258,
2260,1512754.15534689,
2270,1469022.77130824,
2280,1426023.79969584,
2290,1383845.01881496,
2300,1342582.8726273,
2310,1302343.21918356,
2320,1263242.04334823,
2330,1225406.08390388,
2340,1188973.30710298,
2350,1154093.13776286,
2360,1120926.33632957,
2370,1089644.38856603,
2380,1060428.25806622,
2390,1033466.34720809,
2400,1008951.52794073,
2410,987077.149320391,
2420,968032.31221498,
2430,951994.735251012,
2440,939125.915807341,
2450,929563.152581366,
2460,923413.366883166,
2470,920747.6395413,
2480,921597.367774207,
2490,925952.51330774,
2500,933762.166080824,
2510,944937.723188466,
2520,959356.097673976,
2530,976867.971551694,
2540,997303.03145231,
2550,1020477.11345987,
2560,1046198.53100732,
2570,1074273.60009661,
2580,1104511.17188462,
2590,1136726.1238935,
2600,1170741.8649885,
2610,1206391.97346175,
2620,1243521.11758167,
2630,1281985.41276075,
2640,1321652.35822395,
2650,1362400.47635809,
2660,1404118.75528807,
2670,1446705.97314614,
2680,1490070.28476257,
2690,1534127.17730285,
2700,1578800.67508864,
2710,1624021.32977248,
2720,1669725.88118386,
2730,1715856.64103286,
2740,1762360.92830649,
2750,1809190.55616799,
2760,1856301.36849344,
2770,1903652.82316427,
2780,1951207.61868187,
2790,1998931.36044088,
2800,2046792.26297964,
2810,2094760.88464749,
2820,2142809.89133001,
2830,2190913.84612178,
2840,2239049.02210256,
2850,2287193.23564195,
2860,2335325.69791777,
2870,2383426.88258002,
2880,2431478.40771851,
2890,2479462.93050028,
2900,2527364.05303039,
2910,2575166.23815747,
2920,2622854.73409538,
2930,2670415.50686529,
2940,2717835.17967997,
2950,2765100.97849619,
2960,2812200.68305218,
2970,2859122.5827878,
2980,2905855.43711549,
2990,2952388.43957271,
3000,2998711.18544028,
3010,3044813.64245972,
3020,3090686.12432438,
3030,3136319.26665615,
3040,3181704.00521217,
3050,3226831.55609459,
3060,3271693.39776143,
3070,3316281.25465913,
3080,3360587.0823165,
3090,3404603.05375763,
3100,3448321.54710601,
3110,3491735.13426616,
3120,3534836.57058056,
3130,3577618.78537071,
3140,3620074.87328009,
3150,3662198.08634568,
3160,3703981.82673155,
3170,3745419.64006533,
3180,3786505.20932339,
3190,3827232.34921671,
3200,3867595.00103358,
3210,3907587.22789952,
3220,3947203.21041879,
3230,3986437.24266494,
3240,4025283.72849118,
3250,4063737.1781337,
3260,4101792.20508391,
3270,4139443.52320738,
3280,4176685.9440896,
3290,4213514.37458997,
3300,4249923.81458767,
3310,4285909.35490405,
3320,4321466.17538744,
3330,4356589.54314801,
3340,4391274.81093061,
3350,4425517.41561536,
3360,4459312.87683577,
3370,4492656.7957056,
3380,4525544.85364634,
3390,4557972.8113074,
3400,4589936.50757225,
3410,4621431.85864405,
3420,4652454.85720472,
3430,4683001.57164218,
3440,4713068.14534051,
3450,4742650.79602851,
3460,4771745.81518226,
3470,4800349.56747779,
3480,4828458.4902901,
3490,4856069.09323507,
3500,4883177.95775128,
3510,4909781.73671857,
3520,4935877.15411077,
3530,4961461.00468002,
3540,4986530.1536703,
3550,5011081.53655807,
3560,5035112.15881789,
3570,5058619.09571121,
3580,5081599.49209646,
3590,5104050.44306808,
3600,5125969.47219064,
3610,5147353.81134832,
3620,5168200.88226096,
3630,5188508.17556277,
3640,5208273.25070989,
3650,5227493.73589972,
3660,5246167.32800136,
3670,5264291.79249593,
3680,5281864.96342607,
3690,5298884.74335364,
3700,5315349.10332503,
3710,5331256.08284316,
3720,5346603.78984568,
3730,5361390.40068858,
3740,5375614.16013474,
3750,5389273.38134676,
3760,5402366.44588371,
3770,5414891.80370113,
3780,5426847.97315396,
