Time,Range,
0,3453589.87976773,
10,3496966.08609914,
20,3540029.27712712,
30,3582772.40261852,
40,3625188.57666565,
50,3667271.06984125,
60,3709013.30200817,
70,3750408.8357248,
80,3791451.37019342,
90,3832134.73570353,
100,3872452.88852707,
110,3912399.9062263,
120,3951969.98333925,
130,3991157.42741036,
140,4029956.6553378,
150,4068362.19001044,
160,4106368.65721117,
170,4143970.78276426,
180,4181163.38990719,
190,4217941.39686882,
200,4254299.81463735,
210,4290233.74490307,
220,4325738.37816195,
230,4360808.99196786,
240,4395440.94932137,
250,4429629.69718505,
260,4463370.76511524,
270,4496659.7640015,
280,4529492.38490568,
290,4561864.39799289,
300,4593771.65154757,
310,4625210.07106832,
320,4656175.65843552,
330,4686664.49114638,
340,4716672.72161248,
350,4746196.57651503,
360,4775232.35621372,
370,4803776.4342052,
380,4831825.25662744,
390,4859375.34180664,
400,4886423.27984369,
410,4912965.73223689,
420,4938999.43153877,
430,4964521.18104397,
440,4989527.85450621,
450,5014016.39588205,
460,5037983.8190994,
470,5061427.20784895,
480,5084343.7153968,
490,5106730.56441657,
500,5128585.04683958,
510,5149904.52372151,
520,5170686.42512459,
530,5190928.25001352,
540,5210627.56616457,
550,5229782.0100863,
560,5248389.28695127,
570,5266447.06486606,
580,5283953.3991058,
590,5300906.09324688,
600,5317303.12661863,
610,5333142.54700401,
620,5348422.47061838,
630,5363141.08209386,
640,5377296.63446833,
650,5390887.44917882,
660,5403911.91605869,
670,5416368.49333792,
680,5428255.70764649,
690,5439572.15401994,
700,5450316.49590718,
710,5460487.46517985,
720,5470083.86214308,
730,5479104.55554724,
740,5487548.48260046,
750,5495414.64898174,
760,5502702.12885402,
770,5509410.06487756,
780,5515537.66822297,
790,5521084.21858383,
800,5526049.06418885,
810,5530431.62181326,
820,5534231.37678934,
830,5537447.88301603,
840,5540080.76296744,
850,5542129.70770014,
860,5543594.47685929,
870,5544474.89868342,
880,5544770.87000784,
890,5544482.35626665,
900,5543609.39149342,
910,5542152.07832034,
920,5540110.58797598,
930,5537485.1602818,
940,5534276.10364702,
950,5530483.79506251,
960,5526108.68009314,
970,5521151.27286919,
980,5515612.1560765,
990,5509491.9809458,
1000,5502791.46724107,
1010,5495511.40324727,
1020,5487652.64575747,
1030,5479216.1200596,
1040,5470202.81992303,
1050,5460613.8075851,
1060,5450450.21373791,
1070,5439713.23751566,
1080,5428404.14648259,
