Time,Range,
0,4135055.25164953,
10,4097356.86480957,
20,4059255.39833515,
30,4020756.14986314,
40,3981864.51771631,
50,3942586.00381174,
60,3902926.21681865,
70,3862890.87558762,
80,3822485.81287582,
90,3781716.97939532,
100,3740590.44821401,
110,3699112.41954215,
120,3657289.22594036,
130,3615127.33798948,
140,3572633.37046625,
150,3529814.08907385,
160,3486676.41778178,
170,3443227.4468352,
180,3399474.44150078,
190,3355424.85162377,
200,3311086.32207901,
210,3266466.70420869,
220,3221574.06834997,
230,3176416.71756806,
240,3131003.20272372,
250,3085342.33901998,
260,3039443.22419014,
270,2993315.2585091,
280,2946968.16683262,
290,2900412.02289465,
300,2853657.27612186,
310,2806714.78125758,
320,2759595.8311249,
330,2712312.19290129,
340,2664876.14832603,
350,2617300.53831658,
360,2569598.81253361,
370,2521785.08450593,
380,2473874.19300793,
390,2425881.77047552,
400,2377824.31935129,
410,2329719.29736924,
420,2281585.21292425,
430,2233441.73182324,
440,2185309.79688519,
450,2137211.76204708,
460,2089171.54284241,
470,2041214.78534849,
480,1993369.05594655,
490,1945664.05450046,
500,1898131.85382909,
510,1850807.16861349,
520,1803727.65712318,
530,1756934.25934163,
540,1710471.57517808,
550,1664388.28641573,
560,1618737.62578418,
570,1573577.89594792,
580,1528973.04011986,
590,1484993.2642424,
596.793574696987,1455510.84359583,
995.716123378096,1455517.02652816,
1005,1495889.88238417,
1015,1540033.00076341,
1025,1584783.11043553,
1035,1630071.62316923,
1045,1675836.054041,
1055,1722019.4119411,
1065,1768569.64187302,
1075,1815439.11858799,
1085,1862584.18952045,
1095,1909964.7640462,
1105,1957543.94558341,
1115,2005287.70286014,
1125,2053164.57667644,
1135,2101145.4186236,
1145,2149203.15843312,
1155,2197312.59687926,
1165,2245450.22142735,
1175,2293594.04208793,
1185,2341723.44519615,
1195,2389819.06307879,
1205,2437862.65779643,
1215,2485837.01735267,
1225,2533725.86294741,
1235,2581513.76601662,
1245,2629186.07394844,
1255,2676728.84349653,
1265,2724128.78102706,
1275,2771373.18883781,
1285,2818449.91687798,
1295,2865347.31927603,
1305,2912054.2151526,
1315,2958559.85325652,
